Property_Type,Sub_Type,Square_Feet,Bathrooms,Bedrooms,Stories,Year_Built,Listing_Price,Price_per_SqFt,Property_Age
land,,1650,0,,,,1000,0.606060606,2026
single_family,,1350,2,3,2,,234900,174,2026
single_family,,1000,1,3,1,1960,175000,175,66
land,,1650,0,,,,85000,51.51515152,2026
single_family,,1800,2,3,1,2022,475000,263.8888889,4
land,,1650,0,,,,50000,30.3030303,2026
single_family,,1802,2,3,1,1963,235000,130.4106548,63
land,,1650,0,,,,105000,63.63636364,2026
single_family,,2783,3,4,2,2025,725000,260.5102407,1
single_family,,1498,2,3,1,2011,285000,190.2536716,15
condos,condo,969,2,2,1,1984,260000,268.3178535,42
condos,condo,942,2,2,,1982,749500,795.6475584,44
single_family,,1825,2,3,1,1972,249999,136.9857534,54
single_family,,1886,2,2,1,1987,299000,158.5365854,39
single_family,,7800,6,5,2,,2175000,278.8461538,2026
single_family,,1026,1,3,,1971,39500,38.49902534,55
land,,1650,0,,,,12500,7.575757576,2026
single_family,,3986,5,5,3,2010,1850000,464.1244355,16
land,,1650,,,,,45000,27.27272727,2026
land,,1650,0,,,,25000,15.15151515,2026
single_family,,1711,3,4,2,2006,389000,227.3524255,20
land,,1650,0,,,,159000,96.36363636,2026
land,,1650,0,,,,239000,144.8484848,2026
condos,condo,807,2,2,1,1999,450000,557.6208178,27
single_family,,2405,3,4,2,1987,350000,145.5301455,39
single_family,,2281,3,4,1,2024,365900,160.4121,2
land,,1650,0,,,,49900,30.24242424,2026
single_family,,1529,2,3,1,1973,385000,251.7985612,53
land,,1650,0,,,,359000,217.5757576,2026
land,,1650,0,,,,4199000,2544.848485,2026
land,,1650,,,,,94000,56.96969697,2026
single_family,,1019,1,2,1,,151000,148.1844946,2026
land,,1650,0,,,,1795000,1087.878788,2026
land,,1650,0,,,,149990,90.9030303,2026
land,,1650,,,,,125000,75.75757576,2026
townhomes,townhouse,2160,4,4,3,2021,475000,219.9074074,5
land,,1650,0,,,,75075,45.5,2026
land,,1650,0,,,,1920000,1163.636364,2026
single_family,,1204,2,2,,,380000,315.6146179,2026
single_family,,1852,2,2,,2024,629000,339.6328294,2
single_family,,1586,1,2,2,1974,229900,144.9558638,52
single_family,,855,1,2,1,1945,475000,555.5555556,81
land,,1650,0,,,,49900,30.24242424,2026
single_family,,2738,4,3,2,2021,1000000,365.230095,5
land,,1650,,,,,225000,136.3636364,2026
single_family,,1959,2,3,2,1950,249000,127.1056662,76
farm,,1650,,,,,215000,130.3030303,2026
single_family,,2642,,4,2,,386999,146.4795609,2026
condos,condo,963,2,2,,2008,215000,223.2606438,18
single_family,,3756,5,4,2,1842,5950000,1584.132055,184
land,,1650,,,,,1495000,906.0606061,2026
single_family,,1323,2,3,1,2007,255000,192.7437642,19
single_family,,1311,2,3,1,1958,285000,217.3913043,68
land,,1650,0,,,,22000,13.33333333,2026
land,,1650,0,,,,250000,151.5151515,2026
single_family,,2782,,4,2,,,0,2026
single_family,,1335,2,3,1,,220000,164.7940075,2026
single_family,,1389,2,3,,1952,184900,133.1173506,74
land,,1650,0,,,,250000,151.5151515,2026
land,,1650,,,,,400000,242.4242424,2026
multi_family,,6200,,17,,1980,1800000,290.3225806,46
single_family,,1593,2,3,1,1964,354900,222.787194,62
single_family,,1756,2,3,1,1992,235000,133.8268793,34
land,,1650,0,,,,299000,181.2121212,2026
land,,1650,0,,,,1425000,863.6363636,2026
land,,1650,0,,,,95000,57.57575758,2026
single_family,,1854,3,3,2,,569990,307.437972,2026
single_family,,1000,1,3,1,1969,167500,167.5,57
single_family,,1676,2,3,1,1969,173500,103.5202864,57
single_family,,1774,2,4,1,2020,349875,197.223788,6
single_family,,1339,2,3,1,2019,389000,290.5153099,7
single_family,,4042,5,5,3,2023,2000000,494.8045522,3
condos,condo,407,1,,1,1980,89000,218.6732187,46
single_family,,1744,2,3,1,2007,450000,258.0275229,19
single_family,,2800,3,3,,,740000,264.2857143,2026
single_family,,1620,,2,1,,279999,172.8388889,2026
single_family,,2716,4,4,,,620000,228.2768778,2026
single_family,,1805,,3,2,,338500,187.534626,2026
land,,1650,0,,,,8000000,4848.484848,2026
single_family,,1650,4,4,2,2022,525000,318.1818182,4
condos,condo,1108,2,2,,,699000,630.866426,2026
condos,condo,572,1,1,1,1984,255000,445.8041958,42
single_family,,1924,3,3,1,,444900,231.2370062,2026
single_family,,2566,3,4,2,1994,575000,224.0841777,32
single_family,,3677,4,4,2,2008,899000,244.492793,18
single_family,,4009,5,5,2,1976,495000,123.4721876,50
single_family,,1000,1,3,,1972,144900,144.9,54
single_family,,1210,1,4,1,1951,250000,206.6115702,75
land,,1650,0,,,,139900,84.78787879,2026
single_family,,1517,2,3,1,2010,375000,247.1984179,16
single_family,,1174,2,4,,2025,339900,289.5229983,1
condos,condo,295,0,,,2005,35500,120.3389831,21
single_family,,1311,2,3,1,2025,228500,174.2944317,1
land,,1650,0,,,,87500,53.03030303,2026
land,,1650,0,,,,133350,80.81818182,2026
single_family,,3031,3,4,2,2014,499000,164.6321346,12
single_family,,3092,2,3,1,1969,149900,48.47994825,57
single_family,,1883,,3,1,,334990,177.9022836,2026
single_family,,1808,2,3,1,1988,199900,110.5641593,38
single_family,,2239,3,4,1,,560000,250.111657,2026
single_family,,2338,3,3,2,2005,699000,298.9734816,21
single_family,,2024,3,4,2,1989,259900,128.4090909,37
land,,1650,0,,,,59500,36.06060606,2026
land,,1650,,,,,175000,106.0606061,2026
single_family,,2490,3,2,1,2019,699000,280.7228916,7
single_family,,1113,2,3,1,2010,227000,203.9532794,16
single_family,,2705,5,5,1,1973,369900,136.7467652,53
land,,1650,0,,,,53790,32.6,2026
land,,1650,0,,,,180000,109.0909091,2026
condos,condo,1688,2,2,1,1958,329900,195.4383886,68
single_family,,1324,2,4,1,,195000,147.2809668,2026
land,,1650,0,,,,412020,249.7090909,2026
single_family,,1916,2,3,1,,325000,169.6242171,2026
single_family,,2199,2,3,1,1964,295000,134.1518872,62
land,,1650,0,,,,60000,36.36363636,2026
land,,1650,,,,,28000,16.96969697,2026
single_family,,2225,3,3,1,,632238,284.1519101,2026
land,,1650,0,,,,930000,563.6363636,2026
land,,1650,0,,,,39900,24.18181818,2026
land,,1650,0,,,,815200,494.0606061,2026
single_family,,3756,3,5,2,1900,294000,78.27476038,126
single_family,,1195,1,3,,1954,275000,230.125523,72
single_family,,1640,3,3,2,2003,255000,155.4878049,23
land,,1650,0,,,,1300000,787.8787879,2026
land,,1650,,,,,487000,295.1515152,2026
single_family,,1600,3,4,1,1950,275000,171.875,76
single_family,,1746,2,3,2,2025,298900,171.1912944,1
land,,1650,0,,,,99150,60.09090909,2026
single_family,,1541,3,4,,,839000,544.4516548,2026
single_family,,6562,7,6,,,15200000,2316.366961,2026
single_family,,2673,3,3,2,1996,478000,178.8252899,30
land,,1650,0,,,,365840,221.7212121,2026
single_family,,4300,4,4,2,2001,1199900,279.0465116,25
land,,1650,0,,,,107662,65.24969697,2026
single_family,,1762,2,3,1,2004,739000,419.4097616,22
townhomes,townhouse,1400,3,2,,,829000,592.1428571,2026
land,,1650,0,,,,281000,170.3030303,2026
condos,condo,1477,3,3,1,2000,620000,419.7698037,26
condos,condo,1456,2,3,1,1983,375000,257.5549451,43
single_family,,2923,4,5,2,2017,380000,130.0034211,9
single_family,,3062,4,5,2,2022,1075000,351.077727,4
land,,1650,0,,,,4200000,2545.454545,2026
single_family,,2965,4,4,1,2004,675000,227.6559865,22
single_family,,1920,2,3,1,2008,335000,174.4791667,18
single_family,,2842,5,4,3,1997,385000,135.4679803,29
single_family,,2773,4,4,1,2021,1399800,504.7962495,5
single_family,,2638,4,3,,,899000,340.7884761,2026
condos,condo,1053,2,2,11,1965,395000,375.1187085,61
single_family,,2258,2,3,,,675000,298.9371125,2026
single_family,,1529,2,3,,2001,389000,254.4146501,25
single_family,,1700,2,3,1,1964,335000,197.0588235,62
single_family,,2172,4,3,3,2005,639999,294.6588398,21
single_family,,1319,2,3,1,1962,182500,138.3623958,64
single_family,,1500,2,4,,1985,294000,196,41
single_family,,2258,2,3,,1986,355000,157.2187777,40
single_family,,1650,2,4,1,1972,150000,90.90909091,54
single_family,,4000,3,4,2,1925,230000,57.5,101
single_family,,5536,5,4,,2007,1950000,352.2398844,19
single_family,,3911,6,5,3,2026,14750000,3771.413961,0
single_family,,1618,2,3,1,2003,195000,120.5191595,23
single_family,,1334,3,3,2,1998,239900,179.8350825,28
single_family,,1619,2,3,1,,265000,163.6812847,2026
single_family,,5200,4,5,3,2023,410000,78.84615385,3
single_family,,1650,2,3,2,2001,225000,136.3636364,25
single_family,,1454,3,3,2,2000,250000,171.9394773,26
single_family,,1499,2,2,1,1930,270000,180.1200801,96
townhomes,townhouse,2486,4,3,3,2025,589990,237.3250201,1
single_family,,1152,2,2,,,690000,598.9583333,2026
single_family,,1200,1,3,1,,49900,41.58333333,2026
single_family,,1834,2,3,1,1964,525000,286.259542,62
single_family,,1225,2,3,1,1966,184900,150.9387755,60
single_family,,2574,3,3,,,1035000,402.0979021,2026
single_family,,2046,3,4,,,286935,140.2419355,2026
single_family,,3501,3,4,2,1981,1260000,359.8971722,45
single_family,,2199,2,3,1,1985,335000,152.3419736,41
land,,1650,0,,,,49900,30.24242424,2026
land,,1650,0,,,,375000,227.2727273,2026
single_family,,3420,4,4,,2025,1795000,524.8538012,1
single_family,,1700,4,3,,2024,305000,179.4117647,2
single_family,,4721,6,5,,,1650000,349.5022241,2026
land,,1650,0,,,,1860000,1127.272727,2026
single_family,,2289,2,4,2,,600000,262.1231979,2026
single_family,,2101,2,4,1,2014,750000,356.9728701,12
single_family,,1963,3,3,1,1985,345000,175.7514009,41
single_family,,1610,2,2,1,2023,650000,403.7267081,3
single_family,,1913,3,3,,,649000,339.2577104,2026
single_family,,5197,5,4,3,1778,6250000,1202.616894,248
single_family,,1200,1,3,2,1891,289900,241.5833333,135
single_family,,1664,2,4,1,,242000,145.4326923,2026
single_family,,1650,1,3,1,,199999,121.2115152,2026
single_family,,1243,2,3,1,2002,310000,249.3966211,24
single_family,,2325,3,4,2,1975,285000,122.5806452,51
condos,condo,1170,2,3,,1992,204500,174.7863248,34
land,,1650,0,,,,29000,17.57575758,2026
single_family,,2249,3,4,2,2004,499999,222.3205869,22
single_family,,1650,5,6,3,2005,1385000,839.3939394,21
townhomes,townhouse,3495,4,3,4,2021,2400000,686.695279,5
condos,condo,1150,2,2,,1983,565000,491.3043478,43
land,,1650,,,,,15000,9.090909091,2026
condos,condo,1070,2,3,1,1984,375000,350.4672897,42
single_family,,1218,2,3,1,2004,325000,266.8308703,22
single_family,,1650,3,4,2,1980,479900,290.8484848,46
single_family,,1743,3,4,1,1988,1300000,745.8405049,38
single_family,,2356,,3,2,,735990,312.3896435,2026
townhomes,townhouse,1105,2,2,1,2025,220400,199.4570136,1
single_family,,1068,2,3,1,2019,199000,186.329588,7
single_family,,1530,2,3,1,,269000,175.8169935,2026
single_family,,2032,,4,1,,392990,193.4005906,2026
single_family,,2670,2,3,,1975,230000,86.1423221,51
condos,condo,1276,2,3,2,1983,134900,105.7210031,43
single_family,,1661,2,3,1,1972,275000,165.5629139,54
condos,condo,720,2,2,,1976,229900,319.3055556,50
single_family,,3124,3,5,2,2017,399999,128.040653,9
single_family,,1508,2,3,1,1972,199900,132.5596817,54
condos,condo,1161,3,2,,,300000,258.3979328,2026
single_family,,7343,6,5,4,1785,9600000,1307.367561,241
single_family,,1008,2,3,1,1980,159900,158.6309524,46
single_family,,3051,4,5,,1960,389900,127.7941658,66
single_family,,1655,3,3,2,2019,599000,361.9335347,7
single_family,,1925,2,3,1,1997,339900,176.5714286,29
land,,1650,0,,,,799900,484.7878788,2026
single_family,,1599,2,4,,2009,260000,162.601626,17
condos,condo,1892,3,3,,1975,340000,179.7040169,51
single_family,,1774,2,4,1,2025,342900,193.2919955,1
single_family,,2451,3,3,1,2013,510000,208.0783354,13
townhomes,townhouse,1346,3,3,2,2025,194999,144.8729569,1
single_family,,1200,2,3,1,1989,215000,179.1666667,37
single_family,,1020,1,2,1,1950,175000,171.5686275,76
land,,1650,,,,,17000,10.3030303,2026
single_family,,3152,4,4,,,525000,166.5609137,2026
land,,1650,0,,,,1877232,1137.716364,2026
single_family,,1500,1,1,1,2016,232900,155.2666667,10
condos,condo,637,1,1,7,1985,165000,259.0266876,41
single_family,,1461,2,3,1,1985,349900,239.4934976,41
condos,,1844,3,3,2,,230990,125.2657267,2026
single_family,,2912,4,4,2,,650000,223.2142857,2026
single_family,,3156,4,4,1,2019,1100000,348.5424588,7
condos,condo,760,1,1,1,1987,94999,124.9986842,39
single_family,,2092,3,3,,,570000,272.4665392,2026
single_family,,1183,,3,1,,246990,208.7827557,2026
condos,condo,1090,2,2,2,1980,190000,174.3119266,46
single_family,,1775,,4,1,,370990,209.0084507,2026
single_family,,1633,2,3,1,2025,304999,186.7721984,1
single_family,,2000,3,5,1,1988,299998,149.999,38
single_family,,1857,,4,2,,,0,2026
single_family,,1232,2,3,,1993,285000,231.3311688,33
condos,condo,1008,2,2,,1985,59999,59.52281746,41
single_family,,1132,1,3,1,1954,137500,121.4664311,72
single_family,,3463,3,3,1,2008,625000,180.4793532,18
land,,1650,0,,,,995000,603.030303,2026
single_family,,2965,4,3,1,1998,425000,143.3389545,28
single_family,,953,1,2,1,1950,161500,169.4648478,76
townhomes,townhouse,946,2,2,1,2002,194900,206.02537,24
land,,1650,0,,,,149000,90.3030303,2026
single_family,,1579,2,3,1,2010,325500,206.1431286,16
single_family,,2742,3,4,,2025,690000,251.6411379,1
condos,condo,572,1,1,1,1984,264000,461.5384615,42
single_family,,1326,2,3,1,2018,236990,178.7254902,8
single_family,,2022,2,3,1,2004,539900,267.0128586,22
condos,condo,490,1,1,1,1979,239900,489.5918367,47
single_family,,1448,1,3,1,1973,199000,137.4309392,53
single_family,,2030,2,3,1,1995,399900,196.9950739,31
single_family,,3025,4,4,1,2025,1350000,446.2809917,1
land,,1650,0,,,,849000,514.5454545,2026
land,,1650,0,,,,440000,266.6666667,2026
single_family,,1247,2,3,1,2025,271840,217.9951885,1
single_family,,1302,1,3,1,1900,95000,72.96466974,126
land,,1650,0,,,,8810000,5339.393939,2026
condos,condo,1650,3,2,2,1983,749900,454.4848485,43
land,,1650,0,,,,2495000,1512.121212,2026
single_family,,1510,2,3,1,2010,241000,159.602649,16
condos,condo,960,2,2,1,1989,179900,187.3958333,37
land,,1650,0,,,,675000,409.0909091,2026
single_family,,3150,3,3,2,1930,799000,253.6507937,96
single_family,,2145,,3,1,,1010990,471.3240093,2026
condos,condo,1022,2,2,1,2008,149500,146.2818004,18
townhomes,townhouse,1340,3,3,,,974900,727.5373134,2026
single_family,,2119,2,3,1,2016,449000,211.8924021,10
land,,1650,0,,,,595000,360.6060606,2026
single_family,,1293,,3,1,,278900,215.6999227,2026
condos,condo,1890,3,3,,,615000,325.3968254,2026
condos,condo,256,0,0,,,17000,66.40625,2026
single_family,,1544,2,3,1,1999,400000,259.0673575,27
multi_family,,1500,,4,1,,135000,90,2026
single_family,,2900,4,5,1,2025,719900,248.2413793,1
condos,condo,1050,2,2,,2003,217500,207.1428571,23
townhomes,,1403,3,3,2,,209999,149.678546,2026
single_family,,5501,4,4,2,2007,549900,99.96364297,19
single_family,,1650,1,3,,1970,155000,93.93939394,56
single_family,,1215,2,3,1,1999,275000,226.3374486,27
single_family,,2385,3,4,2,2025,395770,165.9412998,1
single_family,,2420,2,5,1,1980,469900,194.1735537,46
condos,condo,649,1,1,1,1986,119900,184.7457627,40
townhomes,townhouse,1247,2,2,,1986,150000,120.2886929,40
single_family,,2525,3,4,2,2025,389245,154.1564356,1
single_family,,2252,2,3,1,2022,565000,250.8880995,4
single_family,,1118,1,3,1,1972,171900,153.7567084,54
townhomes,,2062,3,4,,,300900,145.9262852,2026
condos,condo,1250,3,3,,,329900,263.92,2026
single_family,,1943,2,3,2,1990,485999,250.1281523,36
single_family,,3210,4,5,,2001,393999,122.7411215,25
single_family,,1456,2,3,1,,225000,154.532967,2026
land,,1650,0,,,,395000,239.3939394,2026
single_family,,1895,3,2,,,550000,290.237467,2026
single_family,,1462,3,4,,2026,359000,245.5540356,0
single_family,,3150,4,5,2,2023,995950,316.1746032,3
single_family,,1862,2,3,,,615000,330.2900107,2026
land,,1650,0,,,,1000,0.606060606,2026
condos,condo,1056,2,2,1,1984,219000,207.3863636,42
single_family,,3760,5,4,2,2022,8750000,2327.12766,4
single_family,,4986,5,7,1,1972,2249900,451.2434817,54
condos,condo,1402,2,2,,2005,149900,106.9186876,21
single_family,,3144,3,3,2,2005,610000,194.0203562,21
single_family,,2488,3,4,2,2017,659000,264.8713826,9
single_family,,1872,3,3,,,278000,148.5042735,2026
single_family,,2522,3,3,2,1995,349900,138.739096,31
land,,1650,0,,,,140000,84.84848485,2026
land,,1650,0,,,,1350000,818.1818182,2026
single_family,,3628,5,5,2,2023,575000,158.4895259,3
land,,1650,0,,,,1425000,863.6363636,2026
single_family,,3038,3,4,2,1999,665000,218.8940092,27
land,,1650,0,,,,342200,207.3939394,2026
land,,1650,0,,,,575000,348.4848485,2026
single_family,,1776,2,3,1,2025,303644,170.9707207,1
single_family,,1364,2,3,1,1962,143500,105.2052786,64
single_family,,5115,6,4,,2003,4595000,898.3382209,23
single_family,,5892,6,6,3,2022,789900,134.0631365,4
single_family,,3159,6,4,2,2004,479000,151.6302627,22
single_family,,834,2,3,,2010,469900,563.4292566,16
single_family,,1210,1,2,1,1920,45000,37.19008264,106
condos,condo,1206,2,3,1,1999,275000,228.026534,27
single_family,,1149,2,3,1,1988,129000,112.2715405,38
single_family,,3403,3,5,2,2022,690000,202.7622686,4
land,,1650,0,,,,35000,21.21212121,2026
townhomes,townhouse,1596,2,2,1,1991,235000,147.2431078,35
single_family,,3578,3,5,2,2014,520000,145.332588,12
single_family,,1506,2,3,1,2025,499897,331.936919,1
single_family,,3049,2,4,2,1952,385000,126.2709085,74
land,,1650,0,,,,39000,23.63636364,2026
single_family,,1320,2,2,2,1982,495000,375,44
single_family,,1863,2,3,1,1974,199900,107.3000537,52
single_family,,808,1,2,,1991,149900,185.519802,35
single_family,,1205,2,3,,1992,322000,267.219917,34
single_family,,1174,2,2,1,1978,225000,191.6524702,48
land,,1650,0,,,,995000,603.030303,2026
single_family,,2381,3,5,2,1955,195000,81.89836203,71
single_family,,1656,2,3,1,,339480,205,2026
single_family,,1909,2,3,1,2020,340000,178.1037192,6
single_family,,1254,2,3,1,2025,264900,211.2440191,1
condos,condo,1008,3,3,1,1979,420000,416.6666667,47
multi_family,,1650,,,,1952,230000,139.3939394,74
single_family,,1998,2,3,1,1971,250000,125.1251251,55
townhomes,townhouse,1663,3,3,2,2010,285000,171.3770295,16
single_family,,733,2,2,1,1998,299000,407.9126876,28
single_family,,2628,3,3,,,899000,342.0852359,2026
single_family,,1680,2,3,1,2005,175000,104.1666667,21
single_family,,3166,3,4,2,2014,505000,159.5072647,12
single_family,,2600,3,4,,2023,459000,176.5384615,3
single_family,,1700,2,3,,1965,375000,220.5882353,61
condos,condo,1000,2,2,2,1986,125000,125,40
single_family,,1766,2,3,1,2024,480000,271.8006795,2
single_family,,1650,1,2,1,,104900,63.57575758,2026
single_family,,2814,3,4,2,,539900,191.862118,2026
single_family,,3895,4,4,2,2002,635000,163.029525,24
single_family,,2114,3,3,2,,222900,105.4399243,2026
land,,1650,0,,,,229310,138.9757576,2026
condos,condo,1151,2,3,1,1979,399900,347.4370113,47
condo_townhome,,1811,,4,2,,248450,137.1893981,2026
condos,condo,800,1,1,,1974,112000,140,52
multi_family,,3136,0,,1,1979,194900,62.14923469,47
single_family,,1272,2,3,,,379900,298.663522,2026
single_family,,1766,2,3,,1971,159000,90.03397508,55
condos,condo,1017,2,2,1,1982,859000,844.6411013,44
townhomes,townhouse,1654,3,3,2,2016,279000,168.6819831,10
condos,condo,1105,2,2,1,1984,159900,144.7058824,42
single_family,,3200,3,5,2,2022,549900,171.84375,4
single_family,,1176,2,3,1,1985,342900,291.5816327,41
single_family,,3014,3,3,,,1875750,622.34572,2026
single_family,,2355,3,4,1,1971,339900,144.3312102,55
single_family,,1106,2,2,1,1912,235000,212.477396,114
single_family,,1936,2,3,1,2025,459900,237.5516529,1
single_family,,816,2,3,,2008,474900,581.9852941,18
single_family,,2646,2,3,1,1972,335000,126.606198,54
single_family,,1380,1,2,1,1948,182500,132.2463768,78
